Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2024;8903 ;9805;26125;155644;1;.00;0;0;0;0;0;0;2024/2025;TORNEO PADEL ARAVACA;TORNEO PADEL ARAVACA;T PADEL MON ARAVACA;PADEL;SENIOR ;JUAN MANUEL SIGUENZA - RAUL GOMEZ;MIXTO;Moncloa - Aravaca
2024;8903 ;9805;26125;155646;2;.00;0;0;0;0;0;0;2024/2025;TORNEO PADEL ARAVACA;TORNEO PADEL ARAVACA;T PADEL MON ARAVACA;PADEL;SENIOR ;IAGO GROBA - MARCOS POZA;MIXTO;Moncloa - Aravaca
2024;8891 ;9788;26017;155655;1;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS SENIOR;FUTBOL SALA;SENIOR ;BASI;MASCULINO;Chamartín
2024;8891 ;9788;26017;155654;2;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS SENIOR;FUTBOL SALA;SENIOR ;Motorauto;MASCULINO;Chamartín
2024;8891 ;9788;26016;157981;1;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS BENJAMIN;FUTBOL SALA;BENJAMIN ;Mª Virgen;MIXTO;Chamartín
2024;8891 ;9788;26016;157978;2;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS BENJAMIN;FUTBOL SALA;BENJAMIN ;FEFC SANTA CATALINA A;MIXTO;Chamartín
2024;8891 ;9788;26015;157984;1;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS ALEVIN;FUTBOL SALA;ALEVIN ;Mª Virgen A;MIXTO;Chamartín
2024;8891 ;9788;26015;155651;2;.00;0;0;0;0;0;0;2024/2025;TORNEO SAN MIGUEL;Fase de grupo;San Miguel CHM FS ALEVIN;FUTBOL SALA;ALEVIN ;FEFC SANTA CATALINA;MIXTO;Chamartín
2024;8867 ;9733;24951;158508;3;2.00;1;1;0;0;49;33;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;AIRBALL;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158509;5;2.00;1;1;0;0;43;35;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;C. B. San Blas;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158510;7;1.00;1;0;0;1;57;60;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;C.B. Morata;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158511;1;2.00;1;1;0;0;55;22;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;ESTUDIABANTES;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158512;11;1.00;1;0;0;1;29;46;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;Impasible;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158513;4;2.00;1;1;0;0;45;34;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;La Merced;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158514;9;1.00;1;0;0;1;34;45;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;Los Dracukeros;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158515;2;2.00;1;1;0;0;46;29;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;Los Solfachuzas;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158516;12;1.00;1;0;0;1;22;55;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;Macacos 2;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158517;6;2.00;1;1;0;0;60;57;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;MACHACASAURIOS;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158518;8;1.00;1;0;0;1;35;43;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;REAL BAVAVO;MASCULINO;Vicálvaro
2024;8867 ;9733;24951;158519;10;1.00;1;0;0;1;33;49;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN MAS Faustina 1 y 2;BALONCESTO;SENIOR ;San Blas Reds;MASCULINO;Vicálvaro
2024;8860 ;9705;24353;159303;6;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;Borusia de Campa;MASCULINO;Latina
2024;8860 ;9705;24353;159304;2;3.00;1;1;0;0;4;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;Colmena F.S.;MASCULINO;Latina
2024;8860 ;9705;24353;159305;3;3.00;1;1;0;0;4;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;COSMOS CARABANCHEL;MASCULINO;Latina
2024;8860 ;9705;24353;159306;10;.00;1;0;0;1;1;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;GOYA FS;MASCULINO;Latina
2024;8860 ;9705;24353;159307;7;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;MATOJOS F.C;MASCULINO;Latina
2024;8860 ;9705;24353;159308;1;3.00;1;1;0;0;4;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;PALMERAS SAD;MASCULINO;Latina
2024;8860 ;9705;24353;159309;11;.00;1;0;0;1;1;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;PUNTO LOST;MASCULINO;Latina
2024;8860 ;9705;24353;159310;9;.00;1;0;0;1;1;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;Rayo Copper;MASCULINO;Latina
2024;8860 ;9705;24353;159311;5;3.00;1;1;0;0;4;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;RIBERA;MASCULINO;Latina
2024;8860 ;9705;24353;159312;8;.00;1;0;0;1;3;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;Sporting D Brugal F.C;MASCULINO;Latina
2024;8860 ;9705;24353;159313;4;3.00;1;1;0;0;3;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;TRASEROS INQUIETOS;MASCULINO;Latina
2024;8860 ;9705;24353;159314;12;.00;1;0;0;1;0;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN MAS;FUTBOL SALA;SENIOR ;Vaper de Munich;MASCULINO;Latina
2024;8859 ;9701;24192;158221;6;3.00;1;1;0;0;4;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Alfombras Fernandez;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158222;3;3.00;1;1;0;0;6;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;ASTON BIRRA FC;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158223;1;3.00;1;1;0;0;7;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Boquerones FC;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158224;7;.00;1;0;0;1;2;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Leones CF;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158225;5;3.00;1;1;0;0;4;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Los Rapidos;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158226;10;.00;1;0;0;1;2;6;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;MAFIA DEL AMOR;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158227;9;.00;1;0;0;1;0;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Papados F.C.;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158228;11;.00;1;0;0;1;2;7;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Partizan de Hortaleza;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158229;2;3.00;1;1;0;0;7;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Picasso f.c.;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158230;8;.00;1;0;0;1;1;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Schalke TM;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158231;12;.00;1;0;0;1;2;7;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;VDP;MASCULINO;Hortaleza
2024;8859 ;9701;24192;158232;4;3.00;1;1;0;0;3;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM HOR F7 SEN MAS SAB TAR GR.1;FUTBOL 7;SENIOR ;Vengadores FC;MASCULINO;Hortaleza
2024;8860 ;9705;24359;159591;9;1.00;1;0;0;1;16;47;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;AMAZONAS;FEMENINO;Latina
2024;8860 ;9705;24359;159592;8;1.00;1;0;0;1;34;62;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;Aravaca Basket;FEMENINO;Latina
2024;8860 ;9705;24359;159593;1;2.00;1;1;0;0;39;7;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;Casi 5;FEMENINO;Latina
2024;8860 ;9705;24359;159594;6;1.00;1;0;0;1;33;34;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;Distrito 22;FEMENINO;Latina
2024;8860 ;9705;24359;159595;3;2.00;1;1;0;0;62;34;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;Forever young;FEMENINO;Latina
2024;8860 ;9705;24359;159596;10;1.00;1;0;0;1;7;39;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;FRUTERAS;FEMENINO;Latina
2024;8860 ;9705;24359;159597;2;2.00;1;1;0;0;47;16;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;LAS CHELAS;FEMENINO;Latina
2024;8860 ;9705;24359;159598;7;1.00;1;0;0;1;27;38;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;Las Mochas;FEMENINO;Latina
2024;8860 ;9705;24359;159599;4;2.00;1;1;0;0;38;27;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;SANVI;FEMENINO;Latina
2024;8860 ;9705;24359;160003;5;2.00;1;1;0;0;34;33;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ BC SEN FEM G1;BALONCESTO;SENIOR ;MOIRAS;FEMENINO;Latina
2024;8857 ;9693;24053;155693;2;2.00;1;1;0;0;58;39;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Monstars;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;155701;9;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Barcelongos;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;155814;6;1.00;1;0;0;1;37;52;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;LA Prospe;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;155984;7;1.00;1;0;0;1;39;58;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Los Stones;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;156278;4;2.00;1;1;0;0;60;48;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Lluch;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;156343;5;1.00;1;0;0;1;48;60;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Park Aveniu;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;156465;10;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Bamiguetes;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;156469;8;1.00;1;0;0;1;41;81;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Las Ventas Bulls;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;156690;1;2.00;1;1;0;0;81;41;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Rebolledo;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;156721;3;2.00;1;1;0;0;52;37;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Sureste Warriors;MASCULINO;Ciudad Lineal
2024;8857 ;9693;24053;157151;11;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM CIU SAB TAR BC SEN MAS;BALONCESTO;SENIOR ;Torrezno Raptors;MASCULINO;Ciudad Lineal
2024;8867 ;9733;24950;159539;7;1.00;1;0;0;1;21;39;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;ADEF "HEALTH AND LIFE" A;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159540;8;1.00;1;0;0;1;34;67;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;ADEF "HEALTH AND LIFE" B;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159541;9;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;BARRIO BILBAO;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159542;6;1.00;1;0;0;1;22;31;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;MADRID VILLA DE VALLECAS;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159543;10;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;Mahoudrileñas;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159544;4;2.00;1;1;0;0;42;37;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;Pandas;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159545;5;1.00;1;0;0;1;37;42;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;Puerto VK;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159546;11;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;SAINZ DE VICUÑA;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159547;3;2.00;1;1;0;0;31;22;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;Serdouskas;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159548;1;2.00;1;1;0;0;67;34;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;UNA DE AKI Y UNA DE ALLA;FEMENINO;Vicálvaro
2024;8867 ;9733;24950;159549;2;2.00;1;1;0;0;39;21;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM VIC SAB TAR BC SEN FEM Faustina 3;BALONCESTO;SENIOR ;Velilla;FEMENINO;Vicálvaro
2024;8892 ;9790;26043;158774;5;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;All Blacks;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158775;9;.00;1;0;0;1;0;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;Almendraos;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158776;10;.00;1;0;0;1;0;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;BLUTUSMELL;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158777;4;3.00;1;1;0;0;4;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;BURGER QUEENS FC;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158778;6;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;Cebaditos 1906;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158779;11;.00;1;0;0;1;0;9;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;CRUZADOS F.C.;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158780;1;3.00;1;1;0;0;9;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;Deportivo S.N;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158781;7;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;Esfínter de Milán;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158782;8;.00;1;0;0;1;3;4;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;Futbol Perú Madrid;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158783;2;3.00;1;1;0;0;3;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;MAMA F.C.;MASCULINO;Moratalaz
2024;8892 ;9790;26043;158784;3;3.00;1;1;0;0;1;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM MOR DOM TAR F7 SEN MAS G1;FUTBOL 7;SENIOR ;Mambo Kings;MASCULINO;Moratalaz
2024;8860 ;9705;24389;159512;7;.00;1;0;0;1;0;2;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;ALDEANOVITA;FEMENINO;Latina
2024;8860 ;9705;24389;159513;2;3.00;1;1;0;0;2;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;HERBOLARIAS C.F;FEMENINO;Latina
2024;8860 ;9705;24389;159514;4;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;INTERMITENTES;FEMENINO;Latina
2024;8860 ;9705;24389;159515;6;.00;1;0;0;1;1;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;JORDANAS;FEMENINO;Latina
2024;8860 ;9705;24389;159516;5;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;MUPPETS;FEMENINO;Latina
2024;8860 ;9705;24389;159517;8;.00;1;0;0;1;3;10;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;PAKETILLAS;FEMENINO;Latina
2024;8860 ;9705;24389;159518;3;3.00;1;1;0;0;3;1;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;SPORTING LAS AGUILAS;FEMENINO;Latina
2024;8860 ;9705;24389;159590;1;3.00;1;1;0;0;10;3;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT SAB TAR FS SEN FEM;FUTBOL SALA;SENIOR ;BREATHESPORT;FEMENINO;Latina
2024;8860 ;9705;24356;159402;6;.00;0;0;0;0;0;0;2024/2025;45 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 45 JDM;JDM LAT DOM MAÑ FS SEN FEM;FUTBOL SALA;SENIOR ;ATLETICO LAS AGUILAS;FEMENINO;Latina
